MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym|
3931|roommate|NPe||||||
3932|saint|NPe||||||
3933|scholar|NPe||||||
3934|second-year student, sophomor|NPe||||||
3935|secretary|NPe|||1292|||
3936|secretary general, director|NPe||||||
3937|section manager, section chief|NPe|Normal hierarchy in Japan: kaishain < kakarichou < buchou < kachou < shachou.|||||
3938|self, oneself|NPe||||||
3939|senior (at work or school), superior, elder, older graduate, progenitor, old-timer|NPe||||||
3940|senior high school student|NPe||||||
3941|shrine maiden, virgin consecrated to a deity, medium, sorceress|NPe||||||
3942|shrine parishioner|NPe||||||
3943|singer|NPe||||||
3944|soldier|NPe||||||
3945|soldier, combattant, warrior|NPe||||||
3946|soldier, military personnel|NPe||||||
3947|soldier, sailor|NPe||||||
3948|soldier, warrior, strong man, exceptional person, man of courage|NPe||||||
3949|space alien|NPe||||||
3950|store employee|NPe||||||
3951|student|NPe|||394|||
3952|student studying abroad|NPe|||395|||
3953|subordinate person, employee|NPe||||||
3954|sumo wrestler|NPe||||||
3955|surgeon|NPe||||||
3956|sycophant, flatterer, ass-kisser|NPe||||||
3957|teacher|NPe|lit. "born earlier"||397, 1355||kyoushi|
3958|teacher|NPe|esp. of a classroom||||sensei|
3959|the aged, old person|NPe|||157|||
3960|the person himself, oneself|NPe||||||
3961|thief, burglar, robber, theft|NPe||||||
3962|third-year student|NPe||||||
3963|traditional Japanese band of sandwitch board advertisers, usually dressed in colorful garb and performing on the streets|NPe||||||
3964|transfer student|NPe||||||
3965|university student, college student|NPe||||||
3966|very antisocial adolescent|NPe||||||
3967|villain, baddie|NPe||||||
3968|warrior, samurai|NPe||||||
3969|warrior, samurai|NPe||||||
3970|wife and children|NPe||||||
3971|woman|NPe| b||188||josei|
3972|woman|NPe||||dansei, otoko no hito|onna no hito|
3973|woman, girl|NPe||||||
3974|woodcutter, lumberjack, logger|NPe||||||
3975|writer (often in self-reference), author|NPe||||||
3976|yokozuna (sumo grand champion)|NPe||||||
3977|young girl, lass, adolescent female|NPe||||||
3978|young lady, little girl, virgin, maiden, daughter|NPe||||||
3979|youngster|NPe||||||
3980|youth, young man|NPe||||||
3981|(one's parents') home|NPl||||||
3982|above ground|NPl||||||
3983|airfield, airport|NPl||||||
3984|airport|NPl|||428|||
3985|alcove where art or flowers are displayed|NPl||||||
3986|amusement park|NPl||||||
3987|another place, somewhere else, strange parts, outside (one's family or group), those people|NPl||||||
3988|apartment|NPl|||474|||
3989|area along a train line|NPl||||||
3990|area, locality, district, region, province, countryside, rural area|NPl||||||
3991|area, side, part, place|NPl|||445, 445, 446||atari|
3992|art museum|NPl|||467|||
3993|Asakusa|NPl||||||
3994|Asakusa|NPl|Oldest temple in Tokyo.|||||
3995|Asia|NPl||||||
3996|assembly hall, meeting place, venue, grounds|NPl||||||
3997|auditorium|NPl||||||
3998|back, rear, background, behind the scenes|NPl||||||
3999|bakery|NPl|||424|||
4000|bank|NPl|||430|||
4001|barbershop, barber's|NPl||||||
4002|basement, cellar, underground place|NPl||||||
4003|underground, below ground, secret, under cover|Px||||||
4004|battlefield, battleground|NPl||||||
4005|beach, seashore, riverside, riverbank, captures pieces (in the game of go)|NPl||||||
4006|beauty parlour, beauty parlor, beauty salon, hairdressing salon|NPl||||||
4007|bedroom|NPl||||||
4008|beyond, other side, opposite side, over there, that way, the opposite person|NPl|||132, 1334, 1368||asoko|
4009|big city|NPl||||||
4010|bookshop, bookstore|NPl||||||
4011|bookstore|NPl|||464|||
4012|border, boundary|NPl||||||
4013|botanical garden|NPl||||||
4014|bottom (or another side that is hidden from view), undersurface, opposite side, reverse side, rear, back, behind (the house), lining, inside, out of sight, behind the scenes, proof, opposite (of a prediction, common sense, etc.), inverse (of a hypothesis, etc.), bottom (of an inning), last half (of an inning)|NPl||||||
4015|branch office|NPl||||||
4016|branch office|NPl||||||
4017|bridge|NPl|||462|||
4018|building|NPl|||414, 415|||
4019|cafeteria, dining room, dining hall, messroom, restaurant, snack bar, diner|NPl|||422|||
4020|capital city, metropolis|NPl||||||
4021|ceiling|NPl|||1397|||
4022|center|NPl|||406|||
4023|center|NPl|||276|||
4024|center, middle|NPl|||447|||
4025|church|NPl||||||
4026|city|NPl|||472|||
4027|city|NPl||||||
4028|city|NPl||||||
4029|conference room|NPl|||399|||
4030|convenience store|NPl||||||
4031|corner|NPl|||432|||
4032|corner, angle|NPl|||431|||
4033|corridor, hallway, passageway|NPl||||||
4034|crater, cldera, burner (on a furnace)|NPl||||||
4035|department store|NPl|||409|||
4036|desert|NPl||||||
4037|dine-in|NPl||||||
4038|bus stop|NPl|||377|||
4039|direction, way, side, area|NPl|||468, 468, 469|||
4040|district, section, sector|NPl||||||
4041|doctor's office, clinic, dispensary|NPl||||||
4042|dorm, dormitory, hostel|NPl||||||
4043|dressing room|NPl||||||
4044|east|NPl|||457|||
4045|edge|NPl|of street, of hallway...||||tsukiatari|
4046|Egoda|NPl||||||
4047|embassy|NPl|||455|||
4048|emergency exit|NPl|||||deguchi|
4049|entrance|NPl|||449|deguchi||
4050|entranceway, entryway, entry hall, vestibule, foyer|NPl|||451|deguchi||
4051|exit|NPl|||450|genkan, iriguchi||
4052|facing, opposite, across the street, other side|NPl||||||
4053|factory, plant, mill, workshop|NPl||||||
4054|fare adjustment office|NPl||||||
4055|field, cultivated land, vegetable plot, kitchen garden, plantation, specialization, sphere|NPl||||||
4056|floor, stage|NPl||||||
4057|footpath, walkway, sidewalk|NPl||||||
4058|front, juxtaposed to|NPl|||436|ushiro|mae|
4059|garden|NPl|||425|||
4060|greengrocer, vegetable store|NPl|||463|||
4061|gymnasium|NPl||||||
4062|Hawaii|NPl|||288, 1303|||
4063|headquarters|NPl||||||
4064|heater|NPl|||477|||
4065|heaven, paradise|NPl||||||
4066|hedge|NPl||||||
4067|hell|NPl||||||
4068|high mountain, alpine|NPl||||||
4069|highway, freeway, expressway, motorway|NPl|||436|||
4070|hill road|NPl||||||
4071|Himalayas|NPl|||1362|||
4072|Hiroo|NPl|||286|||
4073|Hokkaido|NPl|||284|||
4074|Hong Kong|NPl|||1363|||
4075|horizontal, lying down, side-to-side, width, breadth, side (of), beside, aside, next to, unconnected|NPl|side of X|X no yoko|448|||
4076|hospital|NPl|||429|||
4077|hotel|NPl|||438, 1272|||
4078|house|NPl|"uchi" is used more familiarly, wheras "ie" is used in a strict sense.||408, 1307|||
4079|hut, cabin, shed, (animal) pen|NPl||||||
4080|immigration office|NPl|||436|||
4081|imperial palace|NPl|||471|||
4082|information desk|NPl||||||
4083|in-house, within a company|NPl||||||
4084|inside|NPl||||soto|inai|
4085|inside of a train or car|NPl||||||
4086|inside, interior, inner part|NPl||||||
4087|inspection room, reading room|NPl||||||
4088|intersection|NPl|||443|||
4089|island, insula, islet|NPl|||1334|||
4090|junior high school, middle school, lower secondary school|NPl|Abbreviation for "chuugakkou".|||||
4091|junior high school, middle school, lower secondary school|NPl||||||
4092|kitchen|NPl||||||
4093|kitchen|NPl|||410|||
4094|Kobayashi|NPl|||282|||
4095|Kyoto|NPl|Literally "old city".||279, 1316|||
4096|Kyushu|NPl|||284|||
4097|laboratory, seminar room, professor's office|NPl||||||
4098|lake|NPl||||||
4099|lane, alley|NPl||||||
4100|large apartment (from mansion), apartment house, condominium, multistory appartment|NPl|Not to be confused with "mansion" (misnomer).|||||
4101|large bookstore|NPl||||||
4102|large public bath|NPl||||||
4103|library|NPl|||406|||
4104|living room|NPl||||||
4105|lobby|NPl||||||
4106|London|NPl||||||
4107|main gate, main entrance|NPl||||||
4108|major hospital, large hospital|NPl||||||
4109|mansion, compound|NPl||||||
4110|market, fair|NPl||||||
4111|Mediterranian Sea|NPl|||1352|||
4112|meeting room|NPl||||||
4113|Morikawa|NPl|||281|||
4114|Mount Fuji|NPl|||1371|||
4115|mountain range|NPl||||||
4116|mountain, hill, mine|NPl|||426, 1377|||
4117|movie theater|NPl|||418, 1301|||
4118|Nara|NPl|||279|||
4119|Narita|NPl|||287|||
4120|neighborhood, neighbourhood|NPl||||||
4121|neighborhood, neighbourhood|NPl||||||
4122|nest|NPl||||||
4123|newspaper stand, newpaper seller, paper carrier, newspaper company|NPl||||||
4124|Niko|NPl|||279|||
4125|Nile|NPl||||||
4126|north|NPl|||459|||
4127|office|NPl|||473|||
4128|office|NPl||||||
4129|Omotesando|NPl|Very luxurious road in Tokyo.|||||
4130|one's own country|NPl||||||
4131|Ooyama|NPl||||||
4132|ore mine|NPl||||||
4133|Osaka|NPl||||||
4134|outdoors|NPl||||||
4135|Paris|NPl|||1385|||
4136|park|NPl|||406|||
4137|parking lot|NPl||||||
4138|pedestrian bridge|NPl||||||
4139|pedestrian crossing, crosswalk|NPl||||||
4140|pharmacy, drugstore|NPl|||476|||
4141|Phillippines|NPl||||||
4142|pickpocket|NPl||||||
4143|place, location|NPl|||432|||
4144|platform|NPl|||1319|||
4145|platform, stage, upper seat, pulpit|NPl||||||
4146|plaza, (public) square, piazza, forum, open space|NPl||||||
4147|plot of land, lot, soil|NPl||||||
4148|point of sale, POS, sales floor, counter (in shop), booth|NPl|||1300|||
4149|police box|NPl|||408|||
4150|police station|NPl|||435|||
4151|pond|NPl|||475|||
4152|post office|NPl|||456|||
4153|powder room|NPl||||||
4154|prefecture (of Japan), county (of China)|NPl||||||
4155|primary school, elementary school, grade school|NPl|||400|||
4156|private room|NPl||||||
4157|railway crossing, railroad crossing, train crossing, level crossing, starting line, scratch, determination, stepping over the edge of the ring (Sumo term)|NPl||||||
4158|reception|NPl|||1278|||
4159|region, limits, stage level|NPl||||||
4160|reseach establishment (institute, laboratory, …)|NPl||||||
4161|residence, housing, residential building|NPl|||1271|||
4162|restaurant|NPl|||423|||
4163|road, highway|NPl||||||
4164|road, way|NPl|||460, 461|||
4165|roadway, path|NPl||||||
4166|roof|NPl|||1328, 1362|||
4167|rooftop|NPl||||||
4168|room|NPl|||433, 1355|||
4169|Roppongi|NPl|||280|||
4170|rural area, countryside|NPl||||||
4171|Satou|NPl|||1330|||
4172|school|NPl|||119|||
4173|seashore, coast, beach|NPl|||1334|||
4174|securities company|NPl|||156|||
4175|senior high school|NPl||||||
4176|shelf|NPl|||378|||
4177|Shibuya|NPl||||||
4178|Shinjuku|NPl|||285, 1413|||
4179|Shinkansen|NPl|||283, 1372|||
4180|Shinto shrine|NPl||||||
4181|shop|NPl||||||
4182|shop, stand, kiosk|NPl|||1302|||
4183|shower|NPl|||416|||
4184|sick room, hospital room|NPl||||||
4185|Singapore|NPl|||284|||
4186|site|NPl||||||
4187|site, point on a map, spot|NPl||||||
4188|slope, hill, climb|NPl|||470|||
4189|small shrine|NPl||||||
4190|south|NPl|||179|||
4191|spa, hot spring, onsen|NPl||||||
4192|stand|NPl||||||
4193|station|NPl|As of transportation only||419, 132, 1300, 1302, 1307|||
4194|stationary shop|NPl||||||
4195|store|NPl|||412|||
4196|street|NPl||||||
4197|suburb, outskirts|NPl||||||
4198|suburbs, outskirts|NPl||||||
4199|subway|NPl|||132|||
4200|sushi restaurant|NPl|||411|||
4201|swimming pool|NPl|||417|||
4202|temple|NPl|||1293|||
4203|temple, shrine|NPl||||||
4204|terminal|NPl|||472|||
4205|the Middle East|NPl||||||
4206|the Orient|NPl||||||
4207|the Orient|NPl||||||
4208|theater|NPl||||||
4209|ticket counter, teller window|NPl|||1301|||
4210|ticket examination gate, wicket|NPl|||179|||
4211|ticket office|NPl||||||
4212|toilet paper|NPl|||454|||
4213|toilet, lavatory|NPl|||452||toiru|
4214|toilet, lavatory|NPl|||453||otearai|
4215|Tokyo|NPl|lit. "eastern capital"||276|||
4216|tourist information center|NPl|||1218||tourist information centre|
4217|town, block, neighbourhood, neighborhood|NPl|||467|||
4218|town, city, municipality, urban area|NPl||||||
4219|traditional japanese inn|NPl|||420, 1277, 1307|||
4220|trough, gutter, water pipe, flume, chute|NPl||||||
4221|Ueno|NPl|Section of Tokyo|||||
4222|university, college|NPl|||407|||
4223|vicinity, neighborhood, near|NPl|ME#0002;0003||||hen|
4224|vicinity, side|NPl|||419|||
4225|village|NPl||||||
4226|village|NPl||||||
4227|volcano|NPl||||||
4228|ward, district, section|NPl||||||
4229|water well|NPl||||||
4230|west|NPl|||458|||
4231|Western Wall, Wailing Wall|NPl||||||
4232|within, inside of, less than|NPl|||437, 165|uchi|soto|
4233|world|NPl||||||
4234|world, universe|NS|||466, 1303, 1338, 1362|||
4235|Yamanotesen line|NPl||||||
4236|your house, your home, your family, you|NPl|Honorific language.||465|||
4237|zoo|NPl|||1296|||
4238|asteroid|NS||||||
4239|comet|NS||||||
4240|galaxy, galactic system|NS||||||
4241|meteor, falling star|NS||||||
4242|Milky Way, galaxy|NS||||||
4243|moon|NS||||||
4244|nebula|NS||||||
4245|planet|NS||||||
4246|universe, cosmos, space|NS||||||
4247|star|NS||||||
4248|sun, solar|NS||||||
4249|sun, sunlight|NS||||||
4250|sun, sunshine, sunlight|NS||||||
4251|day|NT|||501, 502, 1314||nichi|
4252|sunlight, rays of the sun|NS||||||
4253|the Earth, the globe|NS||||||
4254|a few minutes|NT||||||
4255|afternoon|NT||||||
4256|afternoon, PM|NT|||494|||
4257|autumn, fall|NT|||487, 1406|||
4258|early afternoon|NT||||||
4259|early evening, dusk|NT|||492||ban, yoru|
4260|early morning|NT||||||
4261|evening, night|NT|||491||yoru, yuugata|
4262|half an hour|NT|In Japanese, the expression "han ji"is not valid.|||||
4263|interlude|NT||||||
4264|lifetime, generation, age, era|NT|||504|||
4265|long time period, long term|NT||||||
4266|midnight, middle of the night, dead of night|NT||||||
4267|minute|NT|||484|||
4268|morning, AM|NT|||495|||
4269|morning, dawn|NT|||489|||
4270|next semester|NT||||||
4271|night, evening|NT|||493||ban, yuugata|
4272|noon, daytime|NT|||490|||
4273|season|NT||||||
4274|several years|NT||||||
4275|spring|NT|||485|||
4276|summer|NT|||486|||
4277|the day before yesterday|NT|||497|||
4278|the month after next|NT||||||
4279|the other day, lately, recntly, during this period|NT||||||
4280|the year before last|NT|||498|||
4281|this morning|NT|||496|||
4282|time|NT|||482, 483, 1298||jikan|
4283|today|NT|||929|||
4284|tomorrow|NT|||173|||
4285|week|NT|As of the concept.||500|||
4286|weekday|NT||||||
4287|weekend|NT|||1287|||
4288|while alive, during one's lifetime|NT||||||
4289|winter|NT|||488|||
4290|yesterday evening, last night|NT|||503, 1303||sakuya, kinou|
4291|yesterday evening, last night|NT|||503||yuube, kinou|
4292|ambulance|NV||||||
4293|automobile|NV|||328|||
4294|bicycle|NV|||358|||
4295|boat, watercraft (often hand-propelled)|NV||||||
4296|cab|NV||||||
4297|car, automobile, vehicle|NV|||327|||
4298|carriage|NV||||||
4299|drone|NV||||||
4300|elevator|NV|||1291|||
4301|escalator|NV||||||
4302|motorcycle|NV||||||
4303|ship, boat, watercraft, vessel, steamship, tank, tub, vat, trough|NV||||||
4304|space ship|NV||||||
4305|taxi|NV|||371, 1277|||
4306|train, tram|NV|||353|||
4307|vehicle, railroad car|NV|||387|||
4308|one week|NW||||||
4309|three weeks|NW||||||
4310|two weeks|NW||||||
4311|one year|NY|||58|||
4312|three years|NY||||||
4313|two years|NY||||||
4314|ah|OI||||||
4315|alright, all right, right on, ok, okay|OI||||||
4316|atchoo|OI||||||
4317|bear sound|OI||||||
4318|bee sound|OI||||||
4319|buzzing (e.g. of a bee)|OI||||||
4320|cat miaow|OI||||||
4321|cicada sound|OI||||||
4322|cow moo|OI||||||
4323|dog bark|OI||||||
4324|exclamation of relief or disappointmeny|OI||||||
4325|flapping sound, pitter-patter (sound of light footsteps), dealing with a situation quickly|OI||||||
4326|frog sound|OI||||||
4327|hmm, I see, hrm|OI||||||
4328|hourse bray|OI||||||
4329|I feel like vomiting|OI|Also used to vulgarily describe someone.|||||
4330|impact noise|OI||||||
4331|incredible, unbelievable|OI||||||
4332|lion roar|OI||||||
4333|look|OI||||||
4334|mouse sound|OI||||||
4335|no|OI||||||
4336|oh|OI||||||
4337|oh|OI||||||
4338|oh really?|OI||||||
4339|oh well|OI||||||
4340|right?|OI||||||
4341|oh?|OI|Used to express surprise|||||
4342|panicky disposition|OI||||||
4343|pleasant clapping sound, sound of something bursting open, incessant blinking|OI||||||
4344|plop, splash, tumble|OI||||||
4345|rat sound|OI||||||
4346|slick, slippery, smooth, sleek|OI||||||
4347|then, well, well then, if so, in that case|OI||||||
4348|thump|OI||||||
4349|um, uh, excuse me, well let me see|OI||||||
4350|well|OI||||||
4351|well|OI|Used as a softener|||||
4352|well let me see|OI||||||
4353|well let me see|OI||||||
4354|well now|OI||||||
4355|well then|OI|||1232|||
4356|well then|OI|||1233|||
4357|well, now, then|OI||||||
4358|well...|OI||||||
4359|what, why, come again|OI||||||
4360|woodpecker sound|OI||||||
4361|yeah, uh huh|OI||||||
4362|he|P|Singular Male|||||
4363|he, she, that guy|P|Colloquial, usually impolite.|||||
4364|her, hers|P||||||
4365|his|P||||||
4366|I, me|P|Singular Male in a casual dialogue, rough/arrogant connotation.|||||
4367|I, me|P|Singular Male in a casual dialogue.||170|||
4368|I, me|P|Singular Male in a normal dialogue, Singular Female in a casual dialogue||134||atashi|
4369|I, me|P|Colloquial|||||
4370|I, me|P|Singular Female in a casual dialogue.|||||
4371|I, me|P|Singular Male in a formal dialogue, Singular Female in a normal dialogue||169|||
4372|I, me|P|Archaic, singular female in humble language.|||||
4373|I, me, myself|P|Used in pompous behavior.|||||
4374|I, me, oneself|P||||||
4375|my, mine|P|||1307|||
4376|she|P|Singular Female||171|||
4377|that fellow, that guy, that person, that one|P||||||
4378|their, theirs|P||||||
4379|their, theirs|P||||||
4380|they|P||||||
4381|they|P|Plural Male|||||
4382|they|P|Plural Female|||||
4383|they, those guys|P|Colloquialism.|||||
4384|this fellow, this guy, this person|P|Colloquial, usually impolite.|||||
4385|those (near the second person)|P||||||
4386|we, us|P||||||
4387|we, us|P||||||
4388|we, us|P|Plural Male/Female||||atashitachi|
4389|we, us|P|Colloquial, Plural Male/Female|||||
