Index|Romaji construction|Kana construction|Alternate Spellings|Common|Extra keywords Jap|Preposition|Kanji Root|Latin Root|Exception index|MeaningEN|Extra keywordsEN|MeaningFR|Extra keywordsFR|MeaningES|Extra keywordsES|
21062|kansoku suru|観測する||1|観測|を|観測|kansoku |107|20003||2926||2926||
21063|kansei suru|管制する||1|管制|を|管制|kansei |107|20002||2927||2927||
21064|kankatsu suru|管轄する||1|管轄|を|管轄|kankatsu |107|20001||2928||2928||
21065|kaneai suru|兼ね合いする|兼合いする|1|兼ね合い||兼ね合い|kaneai |107|20000||2929||2929||
21066|kamei suru|加盟する||1|加盟||加盟|kamei |107|19999||2930||2930||
21067|kakuho suru|確保する||1|確保||確保|kakuho |107|19998||2931||2931||
21068|kairyou suru|改良する||1|改良|を|改良|kairyou |107|19997||2932||2932||
21069|kaaru suru|カールする||0|カール||カール|kaaru |107|19995||2933||2933||
21070|kaabu suru|カーブする||0|カーブ||カーブ|kaabu |107|19994||2934||2934||
21071|junshu suru|遵守する|順守する|1|遵守|を|遵守|junshu |107|19993||2935||2935||
21072|junrei suru|巡礼する||1|巡礼||巡礼|junrei |107|19992||2936||2936||
21073|ishihyouji suru|意思表示する||1|意思表示||意思表示|ishihyouji |107|19991||2937||2937||
21074|intabyuu suru|インタビューする||0|インタビュー||インタビュー|intabyuu |107|19990||2938||2938||
21075|imeeji suru|イメージする||0|イメージ||イメージ|imeeji |107|19989||2939||2939||
21076|ikou suru|移行する||1|移行||移行|ikou |107|19988||2940||2940||
21077|hokan suru|補完する||1|補完|を|補完|hokan |107|19983||2941||2941||
21078|hokan suru|保管する||1|保管|を|保管|hokan |107|19982||2942||2942||
21079|hokaku suru|捕獲する||1|捕獲|を|捕獲|hokaku |107|19981||2943||2943||
21080|hitokoto suru|一言する||1|一言||一言|hitokoto |107|19980||2944||2944||
21081|hirei suru|比例する||1|比例|を|比例|hirei |107|19979||2945||2945||
21082|hikaku suru|比較する||1|比較|を|比較|hikaku |107|19978||2946||2946||
21083|hantei suru|判定する||1|判定||判定|hantei |107|19977||2947||2947||
21084|hangen suru|半減する||1|半減|を|半減|hangen |107|19976||2948||2948||
21085|haitai suru|敗退する||1|敗退||敗退|haitai |107|19973||2949||2949||
21086|haiso suru|敗訴する||1|敗訴||敗訴|haiso |107|19972||2950||2950||
21087|haishin suru|配信する||1|配信||配信|haishin |107|19971||2951||2951||
21088|haiboku suru|敗北する||1|敗北||敗北|haiboku |107|19970||2952||2952||
21089|gyakuten suru|逆転する|逆点する|1|逆転||逆転|gyakuten |107|19969||2953||2953||
21090|gyakushuu suru|逆襲する||1|逆襲||逆襲|gyakushuu |107|19968||2954||2954||
21091|fuzoku suru|付属する|附属する|1|付属||付属|fuzoku |107|19966||2955||2955||
21092|furiizu suru|フリーズする||0|フリーズ|を|フリーズ|furiizu |107|19965||2956||2956||
21093|doumei suru|同盟する||1|同盟||同盟|doumei |107|19961||2957||2957||
21094|chosaku suru|著作する||1|著作|を|著作|chosaku |107|19960||2958||2958||
21095|byoushi suru|病死する||1|病死||病死|byoushi |107|19959||2959||2959||
21096|byouki suru|病気する||1|病気||病気|byouki |107|19958||2960||2960||
21097|binjou suru|便乗する||1|便乗||便乗|binjou |107|19955;19956||2961;2962||2961;2962||
21098|beesuappu suru|ベースアップする||0|ベースアップ||ベースアップ|beesuappu |107|19954||2963||2963||
21099|bakushou suru|爆笑する||1|爆笑||爆笑|bakushou |107|19952;19953||2964;2965||2964;2965||
21100|bakuha suru|爆破する||1|爆破||爆破|bakuha |107|19951||2966||2966||
21101|bakugeki suru|爆撃する||1|爆撃|を|爆撃|bakugeki |107|19950||2967||2967||
21102|baizou suru|倍増する||1|倍増|を|倍増|baizou |107|19949||2968||2968||
21103|atokataduke suru|後片付けする|後かたづけする, 跡片付けする, 跡かたづけする, 跡片づけする, 後片づけする, atokatazukesuru|1|後片付け|を|後片付け|atokataduke |107|19948||2969||2969||
21104|antei suru|安定する||1|安定||安定|antei |107|19947||2970||2970||
21105|zukai suru|図解する|圖解する|0|図解||図解|zukai |107|20961||2971||2971||
21106|yudan suru|油断する||1|油断||油断|yudan |107|20960||2972||2972||
21107|un'ei suru|運営する||1|運営||運営|un'ei |107|20959||2973||2973||
21108|toujou suru|登場する||1|登場||登場|toujou |107|20957;20958||2974;2975||2974;2975||
21109|taiken suru|体験する||1|体験||体験|taiken |107|20956||2976||2976||
21110|sutoraiki suru|ストライキする||0|ストライキ||ストライキ|sutoraiki |107|20955||2977||2977||
21111|sutoppu suru|ストップする||0|ストップ|を|ストップ|sutoppu |107|20954||2978||2978||
21112|sutokku suru|ストックする||0|ストック|を|ストック|sutokku |107|20953||2979||2979||
21113|sutoa suru|ストアする||0|ストア|を|ストア|sutoa |107|20952||2980||2980||
21114|shutsujou suru|出場する||1|出場||出場|shutsujou |107|20950;20951||2981;2982||2981;2982||
21115|shousan suru|賞賛する|賞讚する, 称讚する, 称賛する, 称讃する, 賞讃する|1|賞賛|を|賞賛|shousan |107|20949||2983||2983||
21116|shisetsu suru|施設する||1|施設||施設|shisetsu |107|20947||2984||2984||
21117|shiai suru|試合する|仕合する|1|試合||試合|shiai |107|20946||2985||2985||
21118|seshuu suru|世襲する||1|世襲||世襲|seshuu |107|20945||2986||2986||
21119|sentaringu suru|センタリングする||0|センタリング|を|センタリング|sentaringu |107|20944||2987||2987||
21120|sensou suru|戦争する||1|戦争||戦争|sensou |107|20942;20943||2988;2989||2988;2989||
21121|senkou suru|先行する||1|先行||先行|senkou |107|20941||2990||2990||
21122|rikisetsu suru|力説する||1|力説|を|力説|rikisetsu |107|20940||2991||2991||
21123|repooto suru|レポートする||0|レポート||レポート|repooto |107|20939||2992||2992||
21124|purezento suru|プレゼントする||0|プレゼント||プレゼント|purezento |107|20938||2993||2993||
21125|purezenteeshon suru|プレゼンテーションする||0|プレゼンテーション||プレゼンテーション|purezenteeshon |107|20937||2994||2994||
21126|puresu suru|プレスする||0|プレス|を|プレス|puresu |107|20935;20936||2995;2996||2995;2996||
21127|pasu suru|パスする||0|パス||パス|pasu |107|20934||2997||2997||
21128|pachinko suru|パチンコする||0|パチンコ|を|パチンコ|pachinko |107|20932;20933||2998;2999||2998;2999||
21129|neuchi suru|値打ちする|値打する, 値うちする|1|値打ち||値打ち|neuchi |107|20931||3000||3000||
21130|mujun suru|矛盾する||1|矛盾||矛盾|mujun |107|20930||3001||3001||
21131|michikusa suru|道草する||1|道草||道草|michikusa |107|20929||3002||3002||
21132|miai suru|見合いする||1|見合い||見合い|miai |107|20928||3003||3003||
21133|memai suru|目眩する|目まいする, 眩暈する, 目眩いする, gen'unsuru|1|目眩||目眩|memai |107|20927||3004||3004||
21134|kyokusetsu suru|曲折する||1|曲折||曲折|kyokusetsu |107|20926||3005||3005||
21135|koraboreeshon suru|コラボレーションする||0|コラボレーション||コラボレーション|koraboreeshon |107|20925||3006||3006||
21136|kengaku suru|見学する||1|見学|を|見学|kengaku |107|20924||3007||3007||
21137|kenbutsu suru|見物する||1|見物||見物|kenbutsu |107|20923||3008||3008||
21138|keishou suru|継承する||1|継承|を|継承|keishou |107|20922||3009||3009||
21139|kanren suru|関連する|関聯する|1|関連||関連|kanren |107|20921||3010||3010||
21140|kaku suru|画する|劃する|1|画|を|画|kaku |107|20917;20918;20919||20111||19374;19375;19376||
21141|kaihatsu suru|開発する|kaihotsusuru|1|開発|を|開発|kaihatsu |107|20916||3014||3014||
21142|kabaa suru|カバーする||0|カバー|を|カバー|kabaa |107|20912;20913;20914;20915||3015;3016;3017;3018||3015;3016;3017;3018||
21143|howaitoningu suru|ホワイトニングする||0|ホワイトニング|を|ホワイトニング|howaitoningu |107|20911||3019||3019||
21144|hotto suru|ほっとする||0|ほっと||ほっと|hotto |107|20910||3020||3020||
21145|eiyaku suru|英訳する||1|英訳|を|英訳|eiyaku |107|20909||3021||3021||
21146|dorobou suru|泥棒する|泥坊する|1|泥棒|を|泥棒|dorobou |107|20908||3022||3022||
21147|doraibu suru|ドライブする||0|ドライブ|を|ドライブ|doraibu |107|20905;20906;20907||3023;3024;3025||3023;3024;3025||
21148|dokidoki suru|ドキドキする||0|ドキドキ||ドキドキ|dokidoki |107|20904||3026||3026||
21149|daketsu suru|妥結する||1|妥結||妥結|daketsu |107|20903||3027||3027||
21150|chekku suru|チェックする||0|チェック|を|チェック|chekku |107|20902||3028||3028||
21151|bokumetsu suru|撲滅する||1|撲滅|を|撲滅|bokumetsu |107|20901||3029||3029||
21152|atai suru|値する|価する|1|値|を|値|atai |107|20900||20112||19377||
21153|tsuitotsu suru|追突する||1|追突||追突|tsuitotsu |107|21470||3031||3031||
21154|tsuiseki suru|追跡する||1|追跡|を|追跡|tsuiseki |107|21468;21469||3032;3033||3032;3033||
21155|tsuiraku suru|墜落する||1|墜落||墜落|tsuiraku |107|21467||3034||3034||
21156|tsuinin suru|追認する||0|追認|を|追認|tsuinin |107|21466||3035||3035||
21157|tsuikyuu suru|追究する|追窮する|1|追究|を|追究|tsuikyuu |107|21465||3036||3036||
21158|tsuikyuu suru|追求する||1|追求|を|追求|tsuikyuu |107|21464||3037||3037||
21159|tenkan suru|転換する||1|転換||転換|tenkan |107|21459||3038||3038||
21160|tachioujou suru|立ち往生する|立往生する|1|立ち往生||立ち往生|tachioujou |107|21456;21457;21458||3039;3040;3041||3039;3040;3041||
21161|tachiiri suru|立ち入りする|立入する, 立入りする|1|立ち入り|を|立ち入り|tachiiri |107|21455||3042||3042||
21162|shoumetsu suru|消滅する||1|消滅||消滅|shoumetsu |107|21453;21454||3043;3044||3043;3044||
21163|shinkoku suru|申告する||1|申告|を|申告|shinkoku |107|21452||3045||3045||
21164|seijuku suru|成熟する||1|成熟||成熟|seijuku |107|21451||3046||3046||
21165|saiten suru|採点する||1|採点|を|採点|saiten |107|21450||3047||3047||
21166|sairai suru|再来する||1|再来||再来|sairai |107|21448||3048||3048||
21167|saihatsu suru|再発する||1|再発||再発|saihatsu |107|21447||3049||3049||
21168|saigen suru|再現する||1|再現|を|再現|saigen |107|21445;21446||3050;3051||3050;3051||
21169|rinsetsu suru|隣接する||1|隣接||隣接|rinsetsu |107|21444||3052||3052||
21170|rinkoku suru|稟告する|hinkokusuru, 禀告する|0|稟告|を|稟告|rinkoku |107|21443||3053||3053||
21171|rekihou suru|歴訪する||1|歴訪||歴訪|rekihou |107|21442||3054||3054||
21172|rakutan suru|落胆する||1|落胆||落胆|rakutan |107|21441||3055||3055||
21173|rakusen suru|落選する||1|落選||落選|rakusen |107|21440||3056||3056||
21174|rakugaki suru|落書きする||1|落書き|を|落書き|rakugaki |107|21439||3057||3057||
21175|rakudai suru|落第する||1|落第||落第|rakudai |107|21437;21438||3058;3059||3058;3059||
21176|rakka suru|落下する||1|落下||落下|rakka |107|21436||3060||3060||
21177|ochiba suru|落ち葉する|rakuyousuru, 落葉する|1|落ち葉||落ち葉|ochiba |107|21435||3061||3061||
21178|nanmon suru|難問する||1|難問||難問|nanmon |107|21434||3062||3062||
21179|mosaku suru|模索する|摸索する|1|模索||模索|mosaku |107|21433||3063||3063||
21180|mohou suru|模倣する||1|模倣|を|模倣|mohou |107|21432||3064||3064||
21181|kyuuzou suru|急増する||1|急増||急増|kyuuzou |107|21431||3065||3065||
21182|kyuutou suru|急騰する||1|急騰||急騰|kyuutou |107|21430||3066||3066||
21183|kyuushi suru|急死する||1|急死||急死|kyuushi |107|21429||3067||3067||
21184|kyuuraku suru|急落する||1|急落||急落|kyuuraku |107|21428||3068||3068||
21185|kyuukou suru|急行する||1|急行||急行|kyuukou |107|21427||3069||3069||
21186|kyuuhen suru|急変する||1|急変||急変|kyuuhen |107|21425;21426||3070;3071||3070;3071||
21187|kyoyou suru|許容する||1|許容|を|許容|kyoyou |107|21424||3072||3072||
21188|kyodaku suru|許諾する||1|許諾||許諾|kyodaku |107|21423||3073||3073||
21189|kouryaku suru|攻略する||1|攻略|を|攻略|kouryaku |107|21420;21421;21422||3074;3075;3076||3074;3075;3076||
21190|kouhai suru|荒廃する||1|荒廃||荒廃|kouhai |107|21419||3077||3077||
21191|kokufuku suru|克服する||1|克服|を|克服|kokufuku |107|21418||3078||3078||
21192|kesshin suru|結審する||0|結審||結審|kesshin |107|21417||3079||3079||
21193|keitai suru|携帯する||1|携帯||携帯|keitai |107|21416||3080||3080||
21194|keikoku suru|警告する||1|警告|を|警告|keikoku |107|21415||3081||3081||
21195|katagawari suru|肩代わりする|肩がわりする, 肩代りする, 肩替わりする|1|肩代わり|を|肩代わり|katagawari |107|21414||3082||3082||
21196|kanpu suru|還付する||1|還付|を|還付|kanpu |107|21413||3083||3083||
21197|kangen suru|還元する||1|還元|を|還元|kangen |107|21411;21412||3084;3085||3084;3085||
21198|kaitsuu suru|開通する||1|開通||開通|kaitsuu |107|21409;21410||3086;3087||3086;3087||
21199|jishu suru|自首する||1|自首||自首|jishu |107|21408||3088||3088||
21200|ikusei suru|育成する|育生する|1|育成|を|育成|ikusei |107|21407||3089||3089||
21201|ikuji suru|育児する||1|育児|を|育児|ikuji |107|21406||3090||3090||
21202|hisho suru|避暑する||1|避暑||避暑|hisho |107|21405||3091||3091||
21203|hinin suru|避妊する||1|避妊||避妊|hinin |107|21404||3092||3092||
21204|henkan suru|返還する||1|返還||返還|henkan |107|21403||3093||3093||
21205|genkotsu suru|拳骨する||1|拳骨||拳骨|genkotsu |107|21402||3094||3094||
21206|gashi suru|餓死する|gashinsuru|1|餓死||餓死|gashi |107|21401||3095||3095||
21207|chuuzou suru|鋳造する||0|鋳造|を|鋳造|chuuzou |107|21400||3096||3096||
21208|zouka suru|増加する||1|増加||増加|zouka |107|23032||3097||3097||
21209|zetsubou suru|絶望する||1|絶望||絶望|zetsubou |107|23031||3098||3098||
21210|yuuwaku suru|誘惑する||1|誘惑|を|誘惑|yuuwaku |107|23030||3099||3099||
21211|yuusou suru|郵送する||1|郵送|を|郵送|yuusou |107|23029||3100||3100||
21212|yuushi suru|融資する||1|融資|を|融資|yuushi |107|23027||3101||3101||
21213|yuukai suru|誘拐する||1|誘拐|を|誘拐|yuukai |107|23026||3102||3102||
21214|yushutsu suru|輸出する||1|輸出|を|輸出|yushutsu |107|23025||3103||3103||
21215|yunyuu suru|輸入する||1|輸入|を|輸入|yunyuu |107|23024||3104||3104||
21216|yousei suru|養成する||1|養成|を|養成|yousei |107|23022||3105||3105||
21217|yousei suru|要請する||1|要請|を|要請|yousei |107|23021||3106||3106||
21218|youkyuu suru|要求する||1|要求|を|要求|youkyuu |107|23020||3107||3107||
21219|yosou suru|予想する||1|予想||予想|yosou |107|23019||3108||3108||
21220|yoshuu suru|予習する||1|予習|を|予習|yoshuu |107|23018||3109||3109||
21221|yobou suru|予防する||1|予防|を|予防|yobou |107|23017||3110||3110||
21222|yakusoku suru|約束する||1|約束|を|約束|yakusoku |107|23016||3111||3111||
21223|unsou suru|運送する||1|運送|を|運送|unsou |107|23014||3112||3112||
21224|tsuuchi suru|通知する||1|通知|を|通知|tsuuchi |107|23011||3113||3113||
21225|tsuikyuu suru|追及する||1|追及|を|追及|tsuikyuu |107|23010||3114||3114||
21226|tsuihou suru|追放する||1|追放|を|追放|tsuihou |107|23007||3115||3115||
21227|toushi suru|透視する||0|透視|を|透視|toushi |107|23006||3116||3116||
21228|toushi suru|投資する||1|投資|を|投資|toushi |107|23004||3117||3117||
21229|touitsu suru|統一する||1|統一|を|統一|touitsu |107|23002||3118||3118||
21230|touhyou suru|投票する||1|投票||投票|touhyou |107|23001||3119||3119||
21231|tetsuya suru|徹夜する||1|徹夜||徹夜|tetsuya |107|22998||3120||3120||
21232|tairitsu suru|対立する||1|対立||対立|tairitsu |107|22992||3121||3121||
21233|taiin suru|退院する||1|退院||退院|taiin |107|22991||3122||3122||
21234|souji suru|掃除する|掃除をする|1|掃除|を|掃除|souji |107|22985||3123||3123||
21235|soudan suru|相談する||1|相談|を|相談|soudan |107|22984||3124||3124||
21236|sokushin suru|促進する||1|促進||促進|sokushin |107|22980||3125||3125||
