Family|English|T/I|Prep|Kana|Kanji|u-stem|Root Kanji|Root|Exception|
ru ichidan|grow fat, gain weight, put on weight, grow fertile (soil), be refined (palate), be discerning (eye, ear), become rich, become successful|I||こえる|肥える|koeru|肥え|koe|51|
ru ichidan|compare with the eye|T|を|みくらべる|見比べる|mikuraberu|見比べ|mikurabe|51|
ru ichidan|hold in one's mouth|T|を|くわえる|咥える|kuwaeru|咥え|kuwae|51|
ru ichidan|reduce the price, lower the price, give a discount on|T|を|まける|負ける|makeru|負け|make|51|
ru ichidan|create, establish|T|を|もうける|設ける|moukeru|設け|mouke|51|
ru ichidan|neglect (e.g. one's work)|T|を|なまける|怠ける|namakeru|怠け|namake|51|
ru ichidan|walk in procession, parade, march|T|を|ねる|練る|neru|練|ne|51|
ru ichidan|resemble, look like, take after, be similar (in status, condition, etc.), be close, be alike, be like|I|に|にる|似る|niru|似|ni|51|
ru ichidan|load (luggage), carry, take on board, publish (an article), run (an ad), place (an ad)|T|を|のせる|載せる|noseru|載せ|nose|51|
ru ichidan|descend (e.g. a mountain), go down, come down, be granted, be issued, be given, be passed (from the body i.e. of a roundworm)|I||おりる|下りる|oriru|下り|ori|51|
ru ichidan|take along, hold in the hand|T|を|さげる|提げる|sageru|提げ|sage|51|
ru ichidan|avoid (situation), ward off, avert|T|を|さける|避ける|sakeru|避け|sake|51|
ru ichidan|avoid (physical contact with)|T|を|よける|避ける|yokeru|避け|yoke|51|
ru ichidan|be separated, be divided|I||さける|割ける|sakeru|割け|sake|51|
ru ichidan|be damp, be moist|I||しける|湿気る|shikeru|湿気|shike|51|
ru ichidan|straighten, correct, cure, falsify|T|を|ためる|矯める|tameru|矯め|tame|51|
ru ichidan|save (i.e. in a bank)|T|を|ためる|貯める|tameru|貯め|tame|51|
ru ichidan|bend, train (e.g. a branch)|T|を|ためる|撓める|tameru|撓め|tame|51|
ru ichidan|stand up, put up, set up, erect, raise, thrust into, bury into, dig into, start (a rumour), raise (a cloud of dust, etc.), cause, make (noise, clear), establish, set up, develop, formulate, put up (a political candidate), treat with respect, give (someone) their due, make (someone) look good, avoid embarrassing (someone), sharpen, divide by|T|を|たてる|立てる|tateru|立て|tate|51|
ru ichidan|make tea (macha), perform the tea ceremony|T|を|たてる|点てる|tateru|点て|tate|51|
ru ichidan|shut, close|T|を|たてる|閉てる|tateru|閉て|tate|51|
ru ichidan|melt, thaw, fuse, dissolve|I||とける|溶ける|tokeru|溶け|toke|51|
ru ichidan|shorten, move closer together, be on duty, be stationed|I||つめる|詰める|tsumeru|詰め|tsume|51|
ru ichidan|work (for), be employed (at), serve (in), conduct a religious service|T|を/に|つとめる|勤める|tsutomeru|勤め|tsutome|51|
ru ichidan|serve (as), act (as), fill (the position of), play the role (of)|T|を|つとめる|務める|tsutomeru|務め|tsutome|51|
ru ichidan|be divided, part from, separate, bid farewell|I||わかれる|別れる|wakareru|別れ|wakare|51|
ru ichidan|be defeated, be beaten, be unsuccessful, lose|I||やぶれる|敗れる|yabureru|敗れ|yabure|51|
ru ichidan|resign, retire, quit, leave (one's job, etc.)|T|を|やめる|辞める|yameru|辞め|yame|51|
ru ichidan|hurt, ache (archaic)|I||やめる|病める|yameru|病め|yame|51|
ru ichidan|examine (medically)|T|を|みる|診る|miru|診|mi|51|
ru ichidan|look after (often medically), take care of|T|を|みる|看る|miru|看|mi|51|
ru ichidan|lie face-down|I||うつぶせる|俯せる|utsubuseru|俯せ|utsubuse|51|
ru ichidan|aim at|T|を|めがける|目がける|megakeru|目がけ|megake|51|
ru ichidan|give in custody, leave (a child) in the care of, entrust, deposit, lean on|T|を|あずける|預ける|azukeru|預け|azuke|51|
ru ichidan|get dark, end, close, run out, be sunk (in despair), be lost|I||くれる|暮れる|kureru|暮れ|kure|51|
ru ichidan|take the form of, assume the shape of, turn into, transform into, diguise as, change, metamorphose, improve dramtically|I||ばける|化ける|bakeru|化け|bake|51|
ru ichidan|season (food), bring out taste, use, exercise, display|T|を|きかせる|効かせる|kikaseru|効かせ|kikase|51|
ru ichidan|romp, gambol, frolic, soke, make fun of, flirt, mess around, screw around, josh|I||ふざける|ふざける|fuzakeru|ふざけ|fuzake|51|
ru ichidan|wake up, awake, awaken to (instinct, ability, perception, etc.), become aware of, become conscious of, realize, come to one's senses|I||めざめる|目覚める|mezameru|目覚め|mezame|51|
ru ichidan|come out, fall out, be omitted, be missing, escape, come loose, fade, discolour, wear a hole(e.g. clothes), leave (e.g. meeting), be clear, be transparent (e.g. sky), exit (a program loop)|I||ぬける|抜ける|nukeru|抜け|nuke|51|
ru ichidan|be half asleep, be half awake|I||ねぼける|寝ぼける|nebokeru|寝ぼけ|neboke|51|
ru ichidan|raise, lift, boost, enhance|T|を|たかめる|高める|takameru|高め|takame|51|
ru ichidan|appease, suppress, calm|T|を|しずめる|鎮める|shizumeru|鎮め|shizume|51|
ru ichidan|sink, submerge, floor (an opponent)|T|を|しずめる|沈める|shizumeru|沈め|shizume|51|
ru ichidan|be worn out|I||やつれる|窶れる|yatsureru|窶れ|yatsure|51|
ru ichidan|act violently, rage, struggle, be riotous|I||あばれる|暴れる|abareru|暴れ|abare|51|
ru ichidan|park, leave somewhere for a time|T|を|とめる|停める|tomeru|停め|tome|51|
ru ichidan|give shelter to, lodge|T|を|とめる|泊める|tomeru|泊め|tome|51|
ru ichidan|sniff out, get wind of|T|を|かぎつける|嗅ぎ付ける|kagitsukeru|嗅ぎ付け|kagitsuke|51|
ru ichidan|scent out, discern|T|を|かぎわける|嗅ぎ分ける|kagiwakeru|嗅ぎ分け|kagiwake|51|
ru ichidan|be worn out|I||やつれる|窶れる|yatsureru|窶れ|yatsure|51|
ru ichidan|happen pass by|I||とおりかかる|通り掛かる|toorikakaru|通り掛か|toorikaka|51|
ru ichidan|pass, pass through|I||とおりすぎる|通り過ぎる|toorisugiru|通り過ぎ|toorisugi|51|
ru ichidan|go through, pass through, get throguh, cut across|I||とおりぬける|通り抜ける|toorinukeru|通り抜け|toorinuke|51|
ru ichidan|come across, happen upon|I||とおりあわせる|通り合わせる|tooriawaseru|通り合わせ|tooriawase|51|
ru ichidan|arrest, capture, seize|T|を|ひっとらえる|ひっ捕らえる|hittoraeru|ひっ捕らえ|hittorae|51|
ru ichidan|be corrupt|I||くさりはてる|腐り果てる|kusarihateru|腐り果て|kusarihate|51|
ru ichidan|escape|I||のがれる|逃れる|nogareru|逃れ|nogare|51|
ru ichidan|hang, suspend, dangle, swing, carry|T|を|ぶらさげる|ぶら下げる|burasageru|ぶら下げ|burasage|51|
ru ichidan|bark, bay, howl, bellow, roar, cry|I||ほえる|吠える|hoeru|吠え|hoe|51|
ru ichidan|tie, fasten, total, sum, be strict with|T|を|しめる|締める|shimeru|締め|shime|51|
ru ichidan|notify, advise, inform|T|を|しらせる|知らせる|shiraseru|知らせ|shirase|51|
ru ichidan|say, tell, state, do for|T|を|もうしあげる|申し上げる|moushiageru|申し上げ|moushiage|51|
ru ichidan|ascertain, check, make sure|T|を|たしかめる|確かめる|tashikameru|確かめ|tashikame|51|
ru ichidan|get dirty, become dirty, become sullied|I||よごれる|汚れる|yogoreru|汚れ|yogore|51|
ru ichidan|be violated, be corrupted, be polluted, be stained|I||けがれる|汚れる|kegareru|汚れ|kegare|51|
ru ichidan|break, be smashed, split, crack, fissure, be torn, be divided, cleave, come light, be identified, be established, become clear|I||われる|割れる|wareru|割れ|ware|51|
ru ichidan|give, offer, lift up, hold, raise|T|を|さしあげる|差し上げる|sashiageru|差し上げ|sashiage|51|
ru ichidan|deliver, forward, send, report, notify, file notice (the authorities), give notice, register, report|T|を|とどける|届ける|todokeru|届け|todoke|51|
ru ichidan|visit|T|を|たずねる|訪ねる|tazuneru|訪ね|tazune|51|
ru ichidan|grow cold (from room temperature, e.g. in refrigerator), get chilly, cool down|I||ひえる|冷える|hieru|冷え|hie|51|
ru ichidan|lead, take (a person)|T|を|つれる|連れる|tsureru|連れ|tsure|51|
ru ichidan|catch, arrest seize|T|を|つかまえる|捕まえる|tsukamaeru|捕まえ|tsukamae|51|
ru ichidan|transfer (trains, bus), change one's mind, move on, change methods, change one's way of thinking|T|を|のりかえる|乗り換える|norikaeru|乗り換え|norikae|51|
ru ichidan|shake, sway|I||ゆれる|揺れる|yureru|揺れ|yure|51|
ru ichidan|look up at, raise one's eyes, look up to, admire, respect|I||みあげる|見上げる|miageru|見上げ|miage|51|
ru ichidan|grow, spring up, cut (teeth)|I||はえる|生える|haeru|生え|hae|51|
ru ichidan|produce, yield, cause|T|を|しょうじる|生じる|shoujiru|生じ|shouji|51|
ru ichidan|result from, arise, be generated|I||しょうじる|生じる|shoujiru|生じ|shouji|51|
ru ichidan|stare at, gaze at, look hard at, watch intently, fix one's eyes on|T|を|みつめる|見つめる|mitsumeru|見つめ|mitsume|51|
ru ichidan|elevate, raise, lift up, flatter, extol, praise the sky|T|を|もちあげる|持ち上げる|mochiageru|持ち上げ|mochiage|51|
ru ichidan|sell (well), be well known, be popular, be famous|I||うれる|売れる|ureru|売れ|ure|51|
ru ichidan|use, make use of, utilize, utilise|T|を|もちいる|用いる|mochiiru|用い|mochii|51|
ru ichidan|spread, extend, expand, enlarge, widen, broaden, unfold, open, unroll, unwrap, scatter about, spread around, make flourish, cause prosper|T|を|ひろげる|広げる|hirogeru|広げ|hiroge|51|
ru ichidan|turn towards, point|T|を|むける|向ける|mukeru|向け|muke|51|
ru ichidan|pick up, take up, adopt, accept, listen to, take away, confiscate, deprive, disqualify, deliver (a child)|T|を|とりあげる|取り上げる|toriageru|取り上げ|toriage|51|
ru ichidan|finish, graduate|T|を|おえる|終える|oeru|終え|oe|51|
ru ichidan|advance, promote, hasten|T|を|すすめる|進める|susumeru|進め|susume|51|
ru ichidan|assemble, set up, construct|T|を|くみたてる|組み立てる|kumitateru|組み立て|kumitate|51|
ru ichidan|be open (traffic), lead to, communicate (with), flow (liquid, current), pass, get through to, be understood, be comprehended, be honored, be good, be well versed in, be well-informed, communicate clandestinely, keep in touch (e.g. with the enemy), form a liaison, be intimate|I||つうじる|通じる|tsuujiru|通じ|tsuuji|51|
ru ichidan|hit, expose, apply (e.g. patch), allot, call on someone (e.g. in class), guess (an answer), make a hit (e.g. in a lottery)|T|を|あてる|当てる|ateru|当て|ate|51|
ru ichidan|order, command, appoint|T|を|めいじる|命じる|meijiru|命じ|meiji|51|
ru ichidan|furnish, provide for, equip, install, have ready, prepare for, possess, have, be endowed with, be armed with|T|を|そなえる|備える|sonaeru|備え|sonae|51|
ru ichidan|appear, come in sight, become visible, come out, embody, materialize, materialise, be expressed (e.g. emotions), become apparent (e.g. trends, effects)|I||あらわれる|現れる|arawareru|現れ|araware|51|
ru ichidan|be stormy, be rough, be ruined, fall inruin, be in a bad temper, lose one's temper|I||あれる|荒れる|areru|荒れ|are|51|
ru ichidan|finish, make an end of, get through with, let end|T|を|すませる|済ませる|sumaseru|済ませ|sumase|51|
ru ichidan|state, express, mention|T|を|のべる|述べる|noberu|述べ|nobe|51|
ru ichidan|stretch, extend, lengthen, spread, make progress, grow (beard, body height), grow stale (soba), be straightened, be flattened, be smoothed, be exhausted|I||のびる|伸びる|nobiru|伸び|nobi|51|
ru ichidan|be postponed, be prolonged|I||のびる|延びる|nobiru|延び|nobi|51|
ru ichidan|shiver, shake, quake, tremble, quaver, quiver|I||ふるえる|震える|furueru|震え|furue|51|
ru ichidan|condemn, blame, criticize, criticise, reproach, accuse, urge, press, pester, torture, torment, persecute, break in (a horse)|T|を|せめる|責める|semeru|責め|seme|51|
ru ichidan|comprise (some part of the whole), account for, make up (of), hold, occupy|T|を|しめる|占める|shimeru|占め|shime|51|
ru ichidan|entrust (e.g. a task) another, leave to, passively leave someone else's facilities, leave take its natural course, continue (something) in a natural fashion (without particular aim), rely fully on one's (full strength, great ability, long time taken) get something done|T|を|まかせる|任せる|makaseru|任せ|makase|51|
ru ichidan|burn, get fired up|I||もえる|燃える|moeru|燃え|moe|51|
ru ichidan|close (e.g. book, eyes, meeting, bank account, etc.), shut|T|を|とじる|閉じる|tojiru|閉じ|toji|51|
ru ichidan|bury (e.g. in the ground), fill up (e.g. audience fills a hall), fill (a seat, a vacant position), fill out, plug gaps, stop a gap, make amends, cover up for something, put cold water in a bath, cover, scatter something over|T|を|うめる|埋める|umeru|埋め|ume|51|
ru ichidan|give (esp. someone of lower status), bestow, grant, confer, present, award, provide, afford, offer, supply, assign, cause, pass (a variable a function)|T|を|あたえる|与える|ataeru|与え|atae|51|
ru ichidan|argue, discuss, debate|T|を|ろんじる|論じる|ronjiru|論じ|ronji|51|
ru ichidan|dedicate, make an offering, pay (fees), supply, store, finish, bring a close, restore (something its place), achieve (e.g. a result)|T|を|おさめる|収める|osameru|収め|osame|51|
ru ichidan|serve two or more functions or roles simultaneously, contain (or combine) two or more features, work in two or more jobs simultaneously (positions, etc.), do alongside, hesitate do something (out of consideration for others), think of the future (as well as the present)|T|を|かねる|兼ねる|kaneru|兼ね|kane|51|
ru ichidan|earn (something desirable), give (an example, etc.), cite, summon up (all of one's energy, etc.), arrest, nominate, conduct (a ceremony, esp. a wedding)|T|を|あげる|挙げる|ageru|挙げ|age|51|
ru ichidan|deep-fry, summon (for geishas, etc.)|T|を|あげる|揚げる|ageru|揚げ|age|51|
ru ichidan|raise, bring (someone's attention), appeal to, call for, complain, sue (a person), take someone court, resort (e.g. arms, violence)|T|を|うったえる|訴える|uttaeru|訴え|uttae|51|
ru ichidan|long for, yearn after, admire, be attracted by|I||あこがれる|憧れる|akogareru|憧れ|akogare|51|
ru ichidan|get tired of, lose interest in, have enough|I||あきる|飽きる|akiru|飽き|aki|51|
ru ichidan|recommend, advise, encourage, offer (wine)|T|を|すすめる|勧める|susumeru|勧め|susume|51|
ru ichidan|be blessed with, be rich in, abound in|I||めぐまれる|恵まれる|megumareru|恵まれ|megumare|51|
ru ichidan|overflow, brim over, flood|I||あふれる|溢れる|afureru|溢れ|afure|51|
ru ichidan|collect, gather, get together, complete (a collection), arrange, put in order, prepare, get ready, make uniform, make even, match|T|を|そろえる|揃える|soroeru|揃え|soroe|51|
