MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym|
9355|ámbito académico, círculo académico|N||||||
9356|rector (de la universidad)|N||||||
9357|estudios, deberes, trabajo de clase|N||||||
9358|interdisciplinario|N;Ano||||||
9359|bachillerato, licenciatura|N||||||
9360|conocimientos académicos, estudios, cultura|N||||||
9361|movimiento (musical)|N||||||
9362|descuento para estudiantes|N;Ano;Abr||||||
9363|ganso salvaje|||||||
9364|tenacidad, resistencia|N||||||
9365|oftalmología|N;Ano||||||
9366|terquedad, obstinación|||||||
9367|base, principal (por oposición a intereses)|N||||||
9368|(La) fecha|N||||||
9369|patrón, diseño|||||||
9370|cristalera, puerta de cristal|N||||||
9371|obra conjunta, creación conjunta|N;Ano||||||
9372|coro, estribillo|N;Ano||||||
9373|grupo coral, coro, coral|N||||||
9374|campamento, concentración|N||||||
9375|concierto|N||||||
9376|nombre artístico|N||||||
9377|geisha, mujer experta en canto y danza|N||||||
9378|últimos diez días del mes, último tercio del mes|NAdv;T||||||
9379|cirujano|N||||||
9380|furia|N||||||
9381|agitación, convulsión, disturbio, turbulencia|N||||||
9382|intensificación, endurecimiento|N||||||
9383|ánimo, aliento|N;Ano||||||
9384|derribo de un avión, abatimiento de un avión|N||||||
9385|publicación mensual, edición mensual|N;Ano||||||
9386|menstruación|N;Ano||||||
9387|guía (libro)|N||||||
9388|(computadora) señal de video|N||||||
9389|Erabu de franja negra (Laticauda semifasciata)|N||||||
9390|trabajador temporal|N||||||
9391|abandonamiento, paro, cese, devolver|N||||||
9392|movimiento (en juego), método, sin ayuda, monopolio|N||||||
9393|me voy, hasta luego|CE||||||
9394|mancha, mota, punto, sólo un poco, partícula, sólo uno|N||||||
9395|directamente, en persona, cara a cara|Ana||||||
9396|mosquitera|N||||||
9397|tener poca experiencia, inexperto|CE;Ai||||||
9398|conclusión|N||||||
9399|países vecinos|N||||||
9400|caballería|N||||||
9401|castillo viejo, fortaleza vieja|N||||||
9402|termo, botella aislante|N||||||
9403|de frente, a la cara, con franqueza, de cara, frente|||||||
9404|aldeas, villas|N||||||
9405|cosas como ..., o algo así ... (a menudo despectivo)|CE;Sx||||||
9406|reblandecimiento|N||||||
9407|diario|N||||||
9408|temporal, extraordinario, provisional, emergente|N||||||
9409|proporción, tasa, escala|N;Sx||||||
9410|agencia de viajes|N||||||
9411|frecuencia de reflexión (meditación)|N||||||
9412|sufragio, derecho electoral|N||||||
9413|contacto|N||||||
9414|simulación (eng: simulation)|N||||||
9415|carácter verdadero de uno, uno mismo, seriedad, formalidad|N||||||
9416|tomar la iniciativa|N||||||
9417|esquí (eng: skiing)|N||||||
9418|hueco, abertura, espacio|||||||
9419|sukiyaki, "sukiyaki": guiso tradicional a base de carne y verduras|N||||||
9420|cuestión de gusto|N||||||
9421|escándalo (eng: scandal)|N||||||
9422|producción en masa|N||||||
9423|sometimiento, represión|N||||||
9424|trabajo, obligación, deber, servicio, deber, asunto, responsibilidad, tarea|N||||||
9425|servicios religiosos budistas|N||||||
9426|lugar de trabajo|N||||||
9427|fácil|||||||
9428|miembro esencial, persona necesaria, personal|N||||||
9429|nación amistosa, país amistoso|N||||||
9430|intercambiar saludos|CE||||||
9431|alivio de la fiebre|N;Ano||||||
9432|música para cuerdas|N||||||
9433|significado original|N||||||
9434|nombre de una era|N||||||
9435|hombre primitivo|N||||||
9436|este momento actual (lit punto del presente)|N||||||
9437|estricto, severo|||||||
9438|dirección (actual)|N||||||
9439|serio, duro, severo, inflexible, rigor, austeridad|||||||
9440|depreciación|N||||||
9441|modelo original, prototipo|N;Ano||||||
9442|demandante, querellante|N||||||
9443|papel (para imprimir manuscritos)|N||||||
9444|estado actual|N||||||
9445|bajada de sueldo, disminución salarial|N;Ano||||||
9446|arroz integral|N||||||
9447|reducción y exención|N||||||
9448|rigor, severidad, riguroso, estricto, severo|Ana||||||
9449|de hecho, efectivamente, en realidad|A||||||
9450|(libertad de) expresión, opinión (pública)|N||||||
9451|hábitat de origen, lugar de origen|N;Ano||||||
9452|reducción de la producción|N||||||
9453|lugar de producción|N||||||
9454|submarino nuclear|N;Abr||||||
9455|adhesión, apego|N||||||
9456|desaceleracion|N;Ano||||||
9457|ilusiones|N||||||
9458|bomba atómica, bomba de hidrógeno|N||||||
9459|origen, inicio, punto de partida|N||||||
9460|sustracción, deducción|N||||||
9461|reducción de impuestos|N||||||
9462|caída, bajada, depreciación, devalorización|N||||||
9463|producción mensual|N||||||
9464|aguas residuales, aguas negras|N||||||
9465|alcantarillado|N||||||
9466|regla, ceremonia, asunto, caso, materia|||||||
9467|proyecto de ley|N||||||
9468|presidente (del congreso)|N||||||
9469|tema de debate, orden del día|N||||||
9470|duda|N||||||
9471|debate, deliberación|N||||||
9472|resolución, decisión, acuerdo, votación|N||||||
9473|drama|N;Ano||||||
9474|examen, inspección, seleccionar, catar, inspeccionar|N||||||
9475|protocolo, cortesía|N||||||
9476|discusión, controversia, polémica|N||||||
9477|escaño (parlamentario), asiento parlamentario|N||||||
9478|falso testimonio|N;Ano||||||
9479|camuflaje, camuflaje, disfraz|N||||||
9480|protocolo|N||||||
9481|sospecha, duda, desconfianza|N;Ano;Sx||||||
9482|falsificar, falsificación, falso, imitación|N;Ano||||||
9483|fuera de contacto por largo tiempo|N||||||
9484|muchas gracias por su amable invitación (a comer o beber)|||||||
9485|guardia, escolta|N||||||
9486|error tipográfico|N||||||
9487|silabario japonés|N||||||
9488|gracias por tomarse la molestia de..., gracias por hacerme el favor de...|Ana;CE||||||
9489|¿puedo entrar?, ¿me permite entrar?, ¿puedo pasar?|||||||
9490|(las) Olimpíadas, (los) Juegos Olímpicos|N||||||
9491|error|N||||||
9492|error de cálculo|N||||||
9493|escolta|N||||||
9494|cada, respectivamente|N;NAdv;Sx||||||
9495|conjunto, unión, asociación, agrupación|||||||
9496|deliberaciones, conversaciones, consenso|N||||||
9497|aprobación o desaprobación|N||||||
9498|legal, legítimo|||||||
9499|obstinación, terquedad, testarudez|||||||
9500|constitucionalidad|N;Ano||||||
9501|racional|N||||||
9502|racional, práctico|Ana||||||
9503|fuertes lluvias, chaparrón, aguacero|N||||||
9504|tapete|N||||||
9505|contador para armaduras, juegos o colecciones de|||||||
9506|bobo, tonto, necio, prefijo de humildad|||||||
9507|condición, salud, estado, condición física|N||||||
9508|quejumbre, lloriqueo|||||||
9509|médico militar|N||||||
9510|(para) uso militar|N;Ano||||||
9511|expansión armamentista|N;Abr||||||
9512|secreto militar|N||||||
9513|militarismo|N;Ano||||||
9514|gobierno militar|N||||||
9515|(en) concreto|N||||||
9516|encarnación|N||||||
9517|concretamente, específicamente|Ana||||||
9518|número par|N;Ano||||||
9519|por casualidad, inesperadamente, de repente, por accidente, fortuitamente, por azar, por casualidad, por ventura, casualmente, accidentalmente|||||||
9520|imagen, ídolo, estatua|N||||||
9521|lentamente, perezosamente, con parsimonia, derrumbarse, desmoronarse|||||||
9522|masacre, matanza, exterminio|N||||||
9523|maltratar, torturar, martirizar, atormentar, maltrato, opresión, tiranía|N;Ano||||||
9524|torsión, luxación (judo)|N||||||
9525|jardín imperial|N||||||
9526|industria pesquera|N;Ano||||||
9527|pesca (captura de peces)|N||||||
9528|pescadores|N||||||
9529|barco de pesca|N||||||
9530|pueblo pesquero|N||||||
9531|reforma administrativa|N;Abr||||||
9532|solidificación, coagulación, cuajado, endurecimiento, solidificarse, coagular, cuajar, endurecerse|N||||||
9533|condensación|||||||
9534|estar al tanto, tener bajo control|N||||||
9535|cepillo de dientes (eng: toothbrush)|N||||||
9536|arribos y salidas|N||||||
9537|emisión de un pedido, emisión de un encargo|N;Ano||||||
9538|dios de la Guerra, Hachiman|||||||
9539|miel|N||||||
9540|freno|N||||||
9541|mosca|||||||
9542|impaciente, irritado, enojado, disgustado, desesperante, exasperante, irritante|Ai||||||
9543|calvicie, calvicie, falta de cabello|||||||
9544|ánimo, estimulación|N;Ano||||||
9545|engranaje, rueda dentada|N||||||
9546|distribución|N;Ano||||||
9547|distribución|N;Ano||||||
9548|dependiente familiar|N||||||
9549|cese de actividad (de un negocio)|N||||||
9550|estimado (Sr., etc.)|N||||||
9551|escape de ventilación (salida del aire)|N||||||
9552|humos de fábricas, emisión de gases nocivos|N||||||
9553|ruinas|N||||||
9554|distribución (e.g. películas, arroz)|N;Ano||||||
9555|antijaponés|N||||||
9556|colocación, matriz|||||||
9557|dispensar atenciones y cuidados, cuidar de, velar por, atender, mostrarse solícito, consideración, respeto, miramiento|N||||||
9558|rechazo|N||||||
9559|reparto, entrega|N||||||
9560|drenaje|N||||||
9561|exclusión|N||||||
9562|principio de exclusión|N;Ano||||||
9563|repartir a domicilio, servir a domicilio, entrega, reparto|N||||||
9564|dividendo, repartición|N||||||
9565|elenco|N||||||
9566|abolición, eliminación|N||||||
9567|asignación|N||||||
9568|vergüenza, vergüenza, humillación|N||||||
9569|origen, principio, comienzo, inicio|N||||||
9570|vergüenza|Ana||||||
9571|sinvergüenza (persona), desvergonzado, descarado|||||||
9572|tumba|N||||||
9573|extraordinario, especial|||||||
9574|hakama|N||||||
9575|visita a una tumba|N||||||
9576|efímero, vano, efímero, pasajero, fugaz|Ai||||||
9577|balanza|N||||||
9578|ignición|N||||||
9579|descubrimiento, salir a la luz|N||||||
9580|demostrar, lucir una habilidad|N||||||
9581|luminiscencia, radiación|N||||||
9582|excavación|N||||||
9583|caridad, benevolencia, filantropía, (amor por la) humanidad|N;Ano||||||
9584|caballo blanco|N||||||
9585|cisne|N||||||
9586|pájaro de plumas blancas|N||||||
9587|persecución|N||||||
9588|erudición|||||||
9589|mortero (artillería)|N||||||
9590|frágil, endeble, débil|||||||
9591|exhibición, feria, exposición|N||||||
9592|fuerza, impacto|N||||||
9593|destrucción|N||||||
9594|pasta de dientes|N||||||
9595|prosperidad|N||||||
9596|grupo, brigada, escuadrón|||||||
9597|en exceso, extremamente, muy|A||||||
9598|sumo, extremoso|Ai||||||
9599|novio (en una boda)|N||||||
9600|guirnalda, corona de flores, corona de flores, guirnalda|N||||||
9601|jardín de flores|N||||||
9602|antiestadounidense|N||||||
9603|reacción, culatazo, patada, contragolpe|N||||||
9604|semiconductor|N;Ano||||||
9605|rebelión, revuelta, levantamiento, subversión|N||||||
9606|anticomunista|N||||||
9607|aclarar, demostrar, establecer|N||||||
9608|lado, aspecto, cara|N;Ano||||||
9609|por otro lado|N;NAdv||||||
9610|antijaponés|N;Ano||||||
9611|desbordarse, inundarse, inundación, desborde, desbordamiento, desenfreno|N||||||
9612|precedente (legal)|N||||||
9613|reacción|N||||||
9614|antiguerra, pacifista|N;Ano||||||
9615|proliferar, expandirse, propagarse, cundir, reproducción, propagación|N;Ano||||||
9616|falta, violación|N||||||
9617|lioso, confuso, molesto, trabajoso, complicado|||||||
9618|haori, capa|N||||||
9619|pago|N||||||
9620|hasta quedar satisfecho, hasta hartarse|||||||
9621|llanura, llano|N||||||
9622|haz, rayo|N||||||
9623|alambre|N;Ano||||||
9624|lejano, remoto|||||||
9625|tijeras|N||||||
9626|quiebra, insolvencia|N||||||
9627|campeón supremo|N||||||
9628|salto de longitud|N||||||
9629|salto de altura|N||||||
9630|daño|N||||||
9631|dejar salir los sentimientos, emitiendo, emanando, divergencia (física)|||||||
9632|vocalización, pronunciación, emisión vocal|N;Ano||||||
9633|envío|N||||||
9634|veinte años, 20 años de edad|||||||
9635|plumero|N||||||
9636|quiebra|N||||||
9637|trabajo, función, intervención, mecanismo|||||||
9638|(la) flor de la vida|N||||||
9639|eterno, infinito, infinito, eterno, ilimitado, interminable, inagotable|Ai||||||
9640|paloma (jap:), paloma|N||||||
9641|idea, sugerencia, proposición|N||||||
9642|ataque (enfermedad)|N||||||
9643|ejercicio (de un derecho, de la autoridad, etc.)|||||||
9644|brote, retoño, germinación|N||||||
9645|fiebre, hipertermia, pirexia|||||||
9646|declarar, promulgar, proclamar, mandato oficial|N||||||
9647|primera nieve (de la temporada)|N||||||
9648|primer sueño del año|N||||||
9649|ya, ahora, por esta vez|N||||||
9650|rápidamente, inmediatamente, al comienzo, rápido, muy deprisa, a toda velocidad|A;Ato||||||
9651|diccionario|N||||||
9652|trabalenguas|N;Ano||||||
9653|acostarse pronto|N||||||
9654|madrugador|N||||||
9655|pared, cerca|N||||||
9656|servicio militar, reclutamiento, conscripción|N||||||
9657|males, aspectos nocivos|N||||||
9658|usual, normal|N;Ano||||||
9659|majestad|N;LHn;P;Sx||||||
9660|cierre, clausura, (~suru) hacer el cierre|N||||||
9661|paralelo|||||||
9662|cerrar la boca|N;Ano||||||
9663|línea paralela|N||||||
9664|plano, llano, raso|N||||||
9665|año promedio|N;NAdv||||||
9666|alineación, fila, hilera|||||||
9667|cierre, clausura, (~suru) hacer el cierre, ser cerrado|N||||||
9668|cuartel, barracones|N||||||
9669|cierre de los comercios, liquidación o cese del comercio|N||||||
9670|metamorfosis, transformación|N||||||
9671|devolución|N||||||
9672|valor de desviación|N||||||
9673|reembolso, devolución (de dinero)|N||||||
9674|respuesta, contestación|N||||||
9675|irregularidad|||||||
9676|respuesta, contestación|N||||||
9677|ombligo|N||||||
9678|alondra común|N||||||
9679|agrietamiento de la piel, grieta de la piel, estría, grieta, ruptura|||||||
9680|entrega (arribo) imprescindible|N||||||
9681|fecha, calendario, agenda, programa|N||||||
9682|piel|N;Ano||||||
9683|entrada este|N||||||
9684|de hoy (menú), (menú especial) del día|N;Ano||||||
9685|(un) sospechoso|N||||||
9686|normalmente, habitualmente|NAdv;T||||||
9687|quemador, mechero, origen del fuego|N||||||
9688|anochecer, atardecer, puesta de sol, atardecer, crepúsculo|N||||||
9689|(el) asegurado, persona asegurada|N||||||
9690|ratificar, refrendar|N||||||
9691|sala de espera|N||||||
9692|cuero, piel|N||||||
9693|debilidad, echarse atrás|N||||||
9694|rechazo|N||||||
9695|truco, secreto (para hacer algo)|N||||||
9696|incremento, rescate, reflotación|N||||||
9697|referencia, comparación, ejemplo|N||||||
9698|investigación|N||||||
9699|testigo, estar involcurado en un caso de la corte, arreglo, convenio|N||||||
9700|referencia, comparación, ejemplo|N||||||
9701|investigación|N||||||
9702|testigo, estar involucrado en un caso de la corte, trato|N||||||
9703|gatillo|N||||||
9704|permiso, aceptación (traducción dudosa), permiso, aceptación|N||||||
9705|inherente|N||||||
9706|proyecto, empresa, proyecto, empresa, suscripción, seguro, garantía|N||||||
9707|entrega, reparto, dar la vuelta, extradición, entrega, ceder sobre, extradición|N||||||
9708|escrito, apunte|N;Ano||||||
9709|examen escrito|N||||||
9710|implementos para escribir|N||||||
9711|acusado, enjuiciado|N||||||
9712|imputado, acusado|N||||||
9713|conducta delictiva, vandalismo, crimen, delincuencia, mala conducta, corrupción|N;Ano||||||
9714|informal|||||||
9715|secreto|||||||
9716|lugar soleado|N||||||
9717|frecuencia|N||||||
9718|día tras día|N||||||
9719|día tras día|||||||
9720|cinismo, sarcasmo, ironía, sátira|||||||
9721|rechazo, negación|N||||||
9722|pobre, mísero, digno de lástima|||||||
9723|anemia|N||||||
9724|nombre de un producto|N||||||
9725|bandera de Japón, Hinomaru|||||||
9726|luz solar, luz del sol|N;CE||||||
9727|frecuente, incesante|Ana||||||
9728|ocurrencia frecuente|N||||||
9729|riqueza y pobreza, ricos y pobres|N||||||
9730|fatiga|N||||||
9731|recepción (boda)|N||||||
9732|descanso de la tarde|NAdv;T||||||
9733|fertilizante, estiércol|N||||||
9734|mucho tiempo, muchos días|Ana||||||
9735|mucho tiempo, largo tiempo|Ai||||||
9736|ruido de leves pisadas, sentir vivamente|A;Ato||||||
9737|trágico, triste|||||||
9738|victoria segura|N||||||
9739|obligatorio|N;Ano||||||
9740|indispensable, requerido, necesario|||||||
9741|metales no ferrosos|N;Ano||||||
9742|un paso|N||||||
9743|error de identidad|N||||||
9744|gentío, multitud, muchedumbre, tumulto|N||||||
9745|tumulto, multitud|N||||||
9746|tráfico peatonal|N||||||
9747|mujer casada|N||||||
9748|(la) esposa de otro|N||||||
9749|personalidad, carácter|||||||
9750|asesino, asesinato, homicidio, homicida|N||||||
9751|sombra de una persona, vestigios de la fama de una persona|N||||||
9752|bocado, una palabra, mordida, sorbo, trago|N||||||
9753|una palabra|N||||||
9754|(en) público, (guardar las) apariencias|N||||||
9755|un acto|N||||||
9756|un giro, una vuelta|NAdv||||||
9757|una talla|NAdv||||||
9758|circular, hacer una vuelta|NAdv||||||
9759|por ahora, una vez, en contorno|A||||||
9760|una oejada, un vistazo, un vislumbre, vista completa, vista de ojo de pájaro|N||||||
9761|miradas ajenas, (el que dirá) la gente|N||||||
9762|timidez, miedo a los extraños, ansiedad ante extraños|N||||||
9763|eras, hace mucho tiempo, década, los ultimos diez años|N||||||
9764|ordinario, común, regular, normal (personas)|||||||
9765|puñado|N;Ano||||||
9766|una persona|N||||||
9767|solo, soltero, solitario|N||||||
9768|una persona|N||||||
9769|una persona|N||||||
9770|solo, soltero, solitario|N||||||
9771|una persona|N||||||
9772|una persona|N||||||
9773|solo, soltero, solitario|N||||||
9774|caminando solo, andando solo, recorriendo solo, yendo solo, quedarse en la posición (propia)|N||||||
